index,numerator,denominator,decimal
0,1,1,1.0
1,0,1,0.0
2,-7,9,-0.777777777777777777777777777778
3,0,1,0.0
4,227,675,0.336296296296296296296296296296
5,0,1,0.0
6,-11237,297675,-0.0377492231460485428739396993365
7,0,1,0.0
8,-8241761,227721375,-0.0361923029842938547160976873603
9,0,1,0.0
10,171586753,8135075025,0.0210922151882674247371185123151
11,0,1,0.0
12,-472381023339557,45472425490366875,-0.0103882961651040311341093465515
13,0,1,0.0
14,237759816587420987,29024990135403136875,0.00819155546576445611350567122859
15,0,1,0.0
16,-453917685203011284419,93112371326332251928125,-0.0048749449588407486474040904129
17,0,1,0.0
18,494591376985090541680975181,340095338568608769539576308125,0.00145427273148383560981654138418
19,0,1,0.0
20,72086603833786332938815560506927,203603987856507007563299662640859375,0.00035405300550689831370202799332
21,0,1,0.0
22,-86702401303911359083544185841222888219,145239206384383543425582536659937303203125,-0.000596962786167040103781956671519
23,0,1,0.0
24,1399444838027890748057914260703122794634772168627,19164719367609479131783445055411664925853667107421875,0.0000730219321861351732794177884784
25,0,1,0.0
26,314044517623435019452440580051638463441359325446447823,1173112672369429467214546208475204162460643573085662109375,0.000267701922432680056222106695511
27,0,1,0.0
28,-11544703131626496539956034868481143989204600754715550934839167,66509354514344624719915069396158817736214187663611456184587890625,-0.000173580140958014478385643603952
29,0,1,0.0
30,-12774564477783489206166100258523308126068925008373755826547086968002671,479388528777879236867124741350520150272164244458107030395216155251725390625,-0.0000266476223583198825770667985422
31,0,1,0.0
32,5077020139555157395607833975464900249740850962974656146491045558289695056908227,46303404483489302289442107004178819565009687679519220985540276864958089469013671875,0.00010964680019080459987533206608
33,0,1,0.0
34,-4172989161825914874450528456983309808007778362053576506102715498159916401537288680695547,34717624156241524903963623166650177519398918718447859643092896955795769788749697801845703125,-0.000120198004997288849123427303291
35,0,1,0.0
36,14485809853883584241338237107888813344867278814695399314338859582840091748867827811065951695237335780939,123553822230289946507297792102180986058410906080987082057892708545572090539593574833793880713255575341796875,0.000117242911570017804932970761615
37,0,1,0.0
38,-40143378189698947955839582974091097646644059320954256371944786904390314874615931021716669570248307769995769841,441172782040783796556861378698642517912592003345201844120823618761194041586183376823974985832225532122951787109375,-0.0000909924179909809841629770381948
39,0,1,0.0
40,5687767146404980003253568680552957248148367766446265495794427088047636168451660125347085473632183125830336763211868114767,107874645856291426926066749118042993748729318378818903061109475936473054203463082856658186614725502549439513316064163818359375,0.0000527257086339093650916328012197
41,0,1,0.0
42,-1180808138413510151696532025409982734620742031768314467232500838553853717390363463701679611617648032020493736885484790881890372873161279,41226139944929272331326326570963701120060784814805100880559770467608658950813176570838691096556654275161731223223907941268007401343994140625,-0.000028642219232527178311563579119
43,0,1,0.0
44,92521666008871980482103918501076511178239452550056667049423919232715096626300040516004807982101742432854299476233705527932406786343007436416537191,6096683407141106694920350333654225683600431345248816862801911223380803209796972541384573113972231058623496835124227629640068175154293671066497802734375,0.0000151757373362212676141361548733
45,0,1,0.0
46,-1359591384926882072588377132075787200622896407315985328916978174666345133456059969010968767959025708518027202111048633859438929048803824325551292828972445108291,523292464165390069121686048228960287016645362936212985171697743814978893504119970684665853846966440897735858478311376629863251285666613127717325211651902374267578125,-0.00000259814822117746790005263684648
47,0,1,0.0
48,-1504546229657857969983349215633860587654062284084634183940457592618834728419911409682090303360043574521424561277690855768051737517412856831078555041198921979289105853837845680457,308285785604863614251045580853016626918661983630551923202498791402135827154523467595301243529836218686303485192045474330726136249117267489320158120117843678593299183640330657958984375,-0.00000488036198849033723294009200802
49,0,1,0.0
50,7420920998414802819503512575810279119343857574034971928048688646560812563080427339972926484400738743597261450811879916620371772220545982268154415901046666618529164368781364832608474436413,1675255298041688243342152466469141779540377394069077741356421162640570205205254957445697191654174765110303929034978046573624599275729106642846131110481775339897587051013215928672348468017578125,0.00000442972543175334900374429829991
51,0,1,0.0
52,-12496804746836511538220461610549006630822621722668972151381939098245635094321793319457374403199637698930994000561242278410795722173712264232445426731131365887964064031380643714617226765964366781399791,13306851480944523301706899781487440103683038584910637408000506706561460141774046587445852645374620663038484498052692785257918194258976212198802966589139641757932346692136206585594122369329004962750244140625,-0.000000939125589906222169342555605981
53,0,1,0.0
54,-21622939770461228116011095367509045821010979651222608185560670770021207916853556337636315379709776156277193273795623659113876829973774860699920449371593295259638508051952793745446814433161916430713976845803696639337814363,22711960110404768296719966902391602882430680296456536905694618632862800509033900965251491304745685461455252503591432606388919727656445318803427226527205162075549290210810399360030642088368989613269795636169870419304962158203125,-0.000000952050799021761232553528535666
55,0,1,0.0
56,36299398660017639845147503862279627265016342826247844165945434558741640668486480485452981421457477943175142588215824643589652859872514401236345272836001085952493168562045703503781224605409683611283852007168825442573537499824710557612063,22575157844518930604881165224081240044824914932239768282529233235751957270679745945219076517146026739664708449213595830744788401282236707819709500457244637374242426571781265272443155774384510118675244319315503410990557492541584487152099609375,0.000001607935541803126135512201537
57,0,1,0.0
58,-513673714268473430840687465815391802188346149158440147703521523686339514341732919928135995472511309275780165981922394102140198827844996044404538728710675880801660016507787341719503846875158561750292230012935709416850707423284393038189473796746318512999,136365367111727997723457921447008532908354578792272857345017326177480850699201708050197174865884149560972503562236310272710729109299189772091310797302450929438889043900502162670767362379570748381258337330356755985646854801153676887487331956286195709228515625,-0.00000376689276132411277842237516113
59,0,1,0.0
60,14790330863512997826118244215654551238644155589141471493315576905669327645264353616480801973591296216104146696705750588814148466290223765623015045781920600232838758684952981668531044520468012949537567072799988498704372204192875759306048974449690226340542190511743141041706279069,2078944309875060936897741886636504507761873689965409865832973697609159550554083066001510983037099414919009755088595482696714456429943342079989088711184298167600840507119240084131482232677109176813186076680346991643056030953322382278262777232532238642264954301460308233051300048828125,0.0000071143468313501181057666940013
61,0,1,0.0
62,-241214061181974382297809888199296103358746099299913118111060478275508017212437675989594311293339271377820041487027352393899354408915357223112835466821251165660199814435139857268832741256620315954088057016845859487833665401569077272414374816236421920610933205971549207319162659748042456497709,28540300225366851756110955993900796059069234686328873696335315747956011501222283384135226325449794808970039205299304608076544745886136197695690432274263890102359286943191398273280497638558488122121480389170470599635004440880479596954567357341208986866586891937617215033132016698187236785888671875,-0.00000845170020207360524486409338316
63,0,1,0.0
