generation,index,left,right,length,polynomial_degree
6,23,-0.26051240183094687,-0.25957861482208416,0.0009337870088627076,6
6,24,-0.2137941662430046,-0.2128603792341419,0.0009337870088627076,6
6,25,-0.20731990964822322,-0.20638612263936057,0.0009337870088626521,6
6,26,-0.1969610990965731,-0.19602731208771035,0.0009337870088627631,6
6,27,-0.1904868425017917,-0.189553055492929,0.0009337870088627076,6
6,28,-0.17002819166228264,-0.16909440465341993,0.0009337870088627076,6
6,29,-0.1635539350675013,-0.1626201480586386,0.0009337870088627076,6
6,30,-0.15319512451585113,-0.15226133750698842,0.0009337870088627076,6
6,31,-0.14672086792106975,-0.1457870809122071,0.0009337870088626521,6
6,32,0.1457870809122071,0.14672086792106975,0.0009337870088626521,6
6,33,0.15226133750698842,0.15319512451585113,0.0009337870088627076,6
6,34,0.1626201480586386,0.1635539350675013,0.0009337870088627076,6
6,35,0.16909440465341993,0.17002819166228264,0.0009337870088627076,6
6,36,0.189553055492929,0.1904868425017917,0.0009337870088627076,6
6,37,0.19602731208771035,0.1969610990965731,0.0009337870088627631,6
6,38,0.20638612263936057,0.20731990964822322,0.0009337870088626521,6
6,39,0.2128603792341419,0.2137941662430046,0.0009337870088627076,6
6,40,0.25957861482208416,0.26051240183094687,0.0009337870088627076,6
6,41,0.2660528714168655,0.2669866584257282,0.0009337870088627076,6
6,42,0.2764116819685157,0.2773454689773784,0.0009337870088627076,6
6,43,0.2828859385632971,0.28381972557215973,0.0009337870088626521,6
6,44,0.3033445894028061,0.30427837641166877,0.0009337870088626521,6
6,45,0.30981884599758747,0.3107526330064502,0.0009337870088627076,6
6,46,0.32017765654923763,0.32111144355810034,0.0009337870088627076,6
6,47,0.326651913144019,0.3275857001528817,0.0009337870088627076,6
6,48,0.4416450690778875,0.4425788560867502,0.0009337870088627076,6
6,49,0.4481193256726689,0.44905311268153153,0.0009337870088626521,6
6,50,0.458478136224319,0.4594119232331817,0.0009337870088627076,6
6,51,0.4649523928191004,0.4658861798279631,0.0009337870088627076,6
6,52,0.4854110436586095,0.48634483066747214,0.0009337870088626521,6
6,53,0.4918853002533908,0.49281908726225354,0.0009337870088627631,6
6,54,0.502244110805041,0.5031778978139037,0.0009337870088625966,6
6,55,0.5087183673998223,0.509652154408685,0.0009337870088627076,6
6,56,0.5554366029877645,0.5563703899966274,0.0009337870088628186,6
6,57,0.5619108595825459,0.5628446465914086,0.0009337870088627076,6
6,58,0.572269670134196,0.5732034571430589,0.0009337870088628186,6
6,59,0.5787439267289775,0.5796777137378403,0.0009337870088628186,6
6,60,0.5992025775684866,0.6001363645773493,0.0009337870088627076,6
6,61,0.605676834163268,0.6066106211721306,0.0009337870088625966,6
6,62,0.6160356447149181,0.6169694317237808,0.0009337870088627076,6
6,63,0.6225099013096995,0.6234436883185621,0.0009337870088625966,6
7,0,-0.6244014185840623,-0.6240422697344998,0.00035914884956245174,7
7,1,-0.6219113198937618,-0.6215521710441992,0.00035914884956256277,7
7,2,-0.617927161989281,-0.6175680131397185,0.00035914884956245174,7
7,3,-0.6154370632989804,-0.615077914449418,0.00035914884956245174,7
7,4,-0.6075683514376308,-0.6072092025880682,0.00035914884956256277,7
7,5,-0.6050782527473303,-0.6047191038977677,0.00035914884956256277,7
7,6,-0.6010940948428494,-0.6007349459932869,0.00035914884956245174,7
7,7,-0.5986039961525489,-0.5982448473029863,0.00035914884956256277,7
7,8,-0.5806354440033403,-0.5802762951537778,0.00035914884956256277,7
7,9,-0.5781453453130398,-0.5777861964634773,0.00035914884956256277,7
7,10,-0.574161187408559,-0.5738020385589964,0.0003591488495626738,7
7,11,-0.5716710887182584,-0.5713119398686959,0.00035914884956256277,7
7,12,-0.5638023768569088,-0.5634432280073463,0.00035914884956256277,7
7,13,-0.5613122781666083,-0.5609531293170457,0.0003591488495626738,7
7,14,-0.5573281202621275,-0.556968971412565,0.00035914884956256277,7
7,15,-0.5548380215718269,-0.5544788727222644,0.00035914884956256277,7
7,16,-0.5106098846741852,-0.5102507358246227,0.00035914884956256277,7
7,17,-0.5081197859838847,-0.5077606371343222,0.00035914884956256277,7
7,18,-0.5041356280794039,-0.5037764792298414,0.00035914884956256277,7
7,19,-0.5016455293891033,-0.5012863805395408,0.00035914884956256277,7
7,20,-0.4937768175277537,-0.4934176686781912,0.00035914884956250726,7
7,21,-0.49128671883745323,-0.4909275699878906,0.0003591488495626183,7
7,22,-0.4873025609329724,-0.4869434120834098,0.0003591488495626183,7
7,23,-0.4848124622426718,-0.4844533133931093,0.00035914884956250726,7
7,24,-0.46684391009346327,-0.4664847612439007,0.00035914884956256277,7
7,25,-0.4643538114031628,-0.4639946625536002,0.00035914884956256277,7
7,26,-0.460369653498682,-0.4600105046491193,0.0003591488495626738,7
7,27,-0.45787955480838144,-0.4575204059588188,0.0003591488495626183,7
7,28,-0.45001084294703175,-0.4496516940974692,0.00035914884956256277,7
7,29,-0.4475207442567312,-0.4471615954071687,0.00035914884956250726,7
7,30,-0.4435365863522504,-0.4431774375026878,0.0003591488495626183,7
7,31,-0.4410464876619499,-0.4406873388123873,0.0003591488495626183,7
7,32,-0.3285434304183819,-0.3281842815688193,0.0003591488495626183,7
7,33,-0.3260533317280814,-0.32569418287851876,0.0003591488495626183,7
7,34,-0.32206917382360056,-0.32171002497403794,0.0003591488495626183,7
7,35,-0.31957907513330003,-0.3192199262837374,0.0003591488495626183,7
7,36,-0.3117103632719504,-0.3113512144223878,0.0003591488495626183,7
7,37,-0.30922026458164986,-0.30886111573208724,0.0003591488495626183,7
7,38,-0.305236106677169,-0.30487695782760643,0.00035914884956256277,7
7,39,-0.30274600798686846,-0.3023868591373059,0.00035914884956256277,7
7,40,-0.2847774558376599,-0.2844183069880974,0.00035914884956250726,7
7,41,-0.2822873571473594,-0.28192820829779686,0.00035914884956256277,7
7,42,-0.2783031992428786,-0.277944050393316,0.0003591488495626183,7
7,43,-0.275813100552578,-0.27545395170301545,0.00035914884956256277,7
7,44,-0.2679443886912284,-0.2675852398416658,0.00035914884956256277,7
7,45,-0.2654542900009279,-0.2650951411513653,0.0003591488495626183,7
7,46,-0.2614701320964471,-0.2611109832468845,0.0003591488495626183,7
7,47,-0.25898003340614656,-0.25862088455658394,0.0003591488495626183,7
7,48,-0.21475189650850482,-0.21439274765894223,0.0003591488495625905,7
7,49,-0.21226179781820428,-0.2119026489686417,0.0003591488495625905,7
7,50,-0.20827763991372347,-0.20791849106416088,0.0003591488495625905,7
7,51,-0.2057875412234229,-0.20542839237386035,0.00035914884956256277,7
7,52,-0.19791882936207328,-0.19755968051251072,0.00035914884956256277,7
7,53,-0.1954287306717728,-0.19506958182221018,0.0003591488495626183,7
7,54,-0.1914445727672919,-0.19108542391772937,0.000359148849562535,7
7,55,-0.1889544740769914,-0.1885953252274288,0.0003591488495625905,7
7,56,-0.17098592192778286,-0.17062677307822025,0.0003591488495626183,7
7,57,-0.16849582323748233,-0.16813667438791974,0.0003591488495625905,7
7,58,-0.16451166533300152,-0.1641525164834389,0.0003591488495626183,7
7,59,-0.16202156664270098,-0.16166241779313836,0.0003591488495626183,7
7,60,-0.1541528547813513,-0.15379370593178873,0.00035914884956256277,7
7,61,-0.15166275609105076,-0.15130360724148822,0.000359148849562535,7
7,62,-0.14767859818656995,-0.14731944933700736,0.0003591488495625905,7
7,63,-0.1451884994962694,-0.14482935064670688,0.000359148849562535,7
7,64,0.14482935064670688,0.1451884994962694,0.000359148849562535,7
7,65,0.14731944933700736,0.14767859818656995,0.0003591488495625905,7
7,66,0.15130360724148822,0.15166275609105076,0.000359148849562535,7
7,67,0.15379370593178873,0.1541528547813513,0.00035914884956256277,7
7,68,0.16166241779313836,0.16202156664270098,0.0003591488495626183,7
7,69,0.1641525164834389,0.16451166533300152,0.0003591488495626183,7
7,70,0.16813667438791974,0.16849582323748233,0.0003591488495625905,7
7,71,0.17062677307822025,0.17098592192778286,0.0003591488495626183,7
7,72,0.1885953252274288,0.1889544740769914,0.0003591488495625905,7
7,73,0.19108542391772937,0.1914445727672919,0.000359148849562535,7
7,74,0.19506958182221018,0.1954287306717728,0.0003591488495626183,7
7,75,0.19755968051251072,0.19791882936207328,0.00035914884956256277,7
7,76,0.20542839237386035,0.2057875412234229,0.00035914884956256277,7
7,77,0.20791849106416088,0.20827763991372347,0.0003591488495625905,7
7,78,0.2119026489686417,0.21226179781820428,0.0003591488495625905,7
7,79,0.21439274765894223,0.21475189650850482,0.0003591488495625905,7
7,80,0.25862088455658394,0.25898003340614656,0.0003591488495626183,7
7,81,0.2611109832468845,0.2614701320964471,0.0003591488495626183,7
7,82,0.2650951411513653,0.2654542900009279,0.0003591488495626183,7
7,83,0.2675852398416658,0.2679443886912284,0.00035914884956256277,7
7,84,0.27545395170301545,0.275813100552578,0.00035914884956256277,7
7,85,0.277944050393316,0.2783031992428786,0.0003591488495626183,7
7,86,0.28192820829779686,0.2822873571473594,0.00035914884956256277,7
7,87,0.2844183069880974,0.2847774558376599,0.00035914884956250726,7
7,88,0.3023868591373059,0.30274600798686846,0.00035914884956256277,7
7,89,0.30487695782760643,0.305236106677169,0.00035914884956256277,7
7,90,0.30886111573208724,0.30922026458164986,0.0003591488495626183,7
7,91,0.3113512144223878,0.3117103632719504,0.0003591488495626183,7
7,92,0.3192199262837374,0.31957907513330003,0.0003591488495626183,7
7,93,0.32171002497403794,0.32206917382360056,0.0003591488495626183,7
7,94,0.32569418287851876,0.3260533317280814,0.0003591488495626183,7
7,95,0.3281842815688193,0.3285434304183819,0.0003591488495626183,7
7,96,0.4406873388123873,0.4410464876619499,0.0003591488495626183,7
7,97,0.4431774375026878,0.4435365863522504,0.0003591488495626183,7
7,98,0.4471615954071687,0.4475207442567312,0.00035914884956250726,7
7,99,0.4496516940974692,0.45001084294703175,0.00035914884956256277,7
7,100,0.4575204059588188,0.45787955480838144,0.0003591488495626183,7
7,101,0.4600105046491193,0.460369653498682,0.0003591488495626738,7
7,102,0.4639946625536002,0.4643538114031628,0.00035914884956256277,7
7,103,0.4664847612439007,0.46684391009346327,0.00035914884956256277,7
7,104,0.4844533133931093,0.4848124622426718,0.00035914884956250726,7
7,105,0.4869434120834098,0.4873025609329724,0.0003591488495626183,7
7,106,0.4909275699878906,0.49128671883745323,0.0003591488495626183,7
7,107,0.4934176686781912,0.4937768175277537,0.00035914884956250726,7
7,108,0.5012863805395408,0.5016455293891033,0.00035914884956256277,7
7,109,0.5037764792298414,0.5041356280794039,0.00035914884956256277,7
7,110,0.5077606371343222,0.5081197859838847,0.00035914884956256277,7
7,111,0.5102507358246227,0.5106098846741852,0.00035914884956256277,7
7,112,0.5544788727222644,0.5548380215718269,0.00035914884956256277,7
7,113,0.556968971412565,0.5573281202621275,0.00035914884956256277,7
7,114,0.5609531293170457,0.5613122781666083,0.0003591488495626738,7
7,115,0.5634432280073463,0.5638023768569088,0.00035914884956256277,7
7,116,0.5713119398686959,0.5716710887182584,0.00035914884956256277,7
7,117,0.5738020385589964,0.574161187408559,0.0003591488495626738,7
7,118,0.5777861964634773,0.5781453453130398,0.00035914884956256277,7
7,119,0.5802762951537778,0.5806354440033403,0.00035914884956256277,7
7,120,0.5982448473029863,0.5986039961525489,0.00035914884956256277,7
7,121,0.6007349459932869,0.6010940948428494,0.00035914884956245174,7
7,122,0.6047191038977677,0.6050782527473303,0.00035914884956256277,7
7,123,0.6072092025880682,0.6075683514376308,0.00035914884956256277,7
7,124,0.615077914449418,0.6154370632989804,0.00035914884956245174,7
7,125,0.6175680131397185,0.617927161989281,0.00035914884956245174,7
7,126,0.6215521710441992,0.6219113198937618,0.00035914884956256277,7
7,127,0.6240422697344998,0.6244014185840623,0.00035914884956245174,7
